Date,City,Country,Local Time,Latitude,Longitude,Max Temp (C),Min Temp (C),Avg Temp (C),Max Wind (mph),Max Wind (kph),Total Precip (mm),Avg Humidity (%),UV Index,Condition
2024-09-19,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.2,24.2,26.0,14.1,22.7,8.68,88,6.0,Light rain shower
2024-09-20,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.6,24.4,26.6,14.1,22.7,8.66,86,6.0,Moderate or heavy rain with thunder
2024-09-21,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.9,24.4,26.7,15.0,24.1,6.54,84,6.0,Light rain shower
2024-09-22,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,26.3,24.0,25.1,6.9,11.2,3.19,91,6.0,Light rain shower
2024-09-23,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.2,23.8,26.2,6.0,9.7,5.64,84,6.0,Light rain shower
2024-09-24,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.5,24.9,27.2,4.5,7.2,0.01,79,8.0,Partly cloudy
2024-09-25,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,32.3,24.3,27.3,6.3,10.1,12.9,82,7.0,Light rain shower
2024-09-26,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,32.9,24.5,27.5,9.4,15.1,0.91,79,7.0,Patchy rain possible
2024-09-27,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.1,24.4,27.1,9.4,15.1,3.28,80,7.0,Light rain shower
2024-09-28,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.7,24.5,27.7,5.6,9.0,0.27,78,7.0,Patchy rain possible
2024-09-29,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,33.3,25.0,28.7,5.8,9.4,0.32,76,7.0,Patchy rain possible
2024-09-30,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,33.7,25.5,28.8,7.4,11.9,0.74,76,7.0,Light rain shower
2024-10-01,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,33.1,25.3,28.4,9.2,14.8,9.35,79,7.0,Light rain shower
2024-10-02,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,33.0,25.3,28.3,6.9,11.2,3.89,78,7.0,Light rain shower
2024-10-03,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,29.5,24.7,26.8,4.7,7.6,27.13,86,6.0,Moderate or heavy rain shower
2024-10-04,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.6,23.9,27.2,7.6,12.2,2.75,79,7.0,Patchy rain possible
2024-10-05,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,32.0,24.2,27.6,6.5,10.4,4.98,78,7.0,Patchy rain possible
2024-10-06,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,28.4,24.9,26.0,5.8,9.4,19.45,88,6.0,Light rain shower
2024-10-07,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,30.9,24.5,27.0,6.5,10.4,16.55,84,7.0,Light rain shower
2024-10-08,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.2,24.4,27.0,5.6,9.0,9.09,83,7.0,Patchy rain possible
2024-10-09,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,28.3,24.4,26.0,5.6,9.0,3.53,87,6.0,Light rain shower
2024-10-10,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.4,24.6,27.2,6.3,10.1,6.06,82,7.0,Light rain shower
2024-10-11,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,32.2,24.6,27.8,7.4,11.9,7.13,82,7.0,Light rain shower
2024-10-12,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.9,24.9,27.7,6.5,10.4,10.78,83,7.0,Light rain shower
2024-10-13,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,32.0,24.9,27.7,6.3,10.1,10.36,84,7.0,Patchy light rain with thunder
2024-10-14,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.3,25.4,27.8,6.3,10.1,15.49,82,7.0,Moderate or heavy rain shower
2024-10-15,Ho Chi Minh City,Vietnam,2024-10-16 11:18,10.75,106.6667,31.4,25.2,27.5,7.2,11.5,19.77,83,7.0,Moderate or heavy rain shower
